WB        HSG       FY        MWDA      MWDB      GD         YDDJ
域yu4     域yu4     域yu4     國guo2    國guo2    國guo2     國guo2
中zhong1  中zhong1  中zhong1  中zhong1  中zhong1  中zhong1   中zhong1
有you3    有you3    有you3    有you3    有you3    有you3     有you3
四si4     四si4     四si4     四si4     四si4     四si4      四si4
大da4     大da4     大da4     大da4     大da4     大da4      大da4
而er2     而er2     而er2     而er2     而er2     焉yan1     焉yan1
王wang2   王wang2   王wang2   王wang2   王wang2   王wang2    王wang2
居ju1     居ju1     處chu4    居ju1     居ju1     居ju1      居ju1
其qi2     其qi2     其qi2     --        --        --         --
一yi1     一yi1     一yi1     一yi1     一yi1     一yi1      一yi1
焉yan1    焉yan1    尊zun1    焉yan1    焉yan1    焉yan1     焉yan1
--        --        --        &lt;      --        --         --
人ren2    人ren2    人ren2    人ren2    人ren2    人ren2     人ren2
法fa3     法fa3     法fa3     法fa3     法fa3     法fa3      法fa3
地di4     地di4     地di4     地di4     地di4     地di4      地di4
地di4     地di4     地di4     □         地di4     地di4      地di4
法fa3     法fa3     法fa3     法fa3     法fa3     法fa3      法fa3
天tian1   天tian1   天tian1   □         天tian1   天tian1    天tian1
天tian1   天tian1   天tian1   □         天tian1   天tian1    天tian1
法fa3     法fa3     法fa3     法fa3     法fa3     法fa3      法fa3
道dao4    道dao4    道dao4    □         道dao4    道dao4     道dao4
道dao4    道dao4    道dao4    □         道dao4    道dao4     道dao4
法fa3     法fa3     法fa3     法fa3     法fa3     法fa3      法fa3
自zi4     自zi4     自zi4     □         自zi4     自zi4      自zi4
然ran2    然ran2    然ran2    □         然ran2    然ran2     然ran2
--        --        --        --        --        -          --
