WB         HSG        FY         MWDA      MWDB      GD         YDDJ
壯zhuang4  壯zhuang4  壯zhuang4  □         □         壯zhuang4  壯zhuang4
則ze2      則ze2      則ze2      即ji2     則ze2     則ze2      則ze2
老lao3     老lao3     老lao3     老lao3    老lao3    老lao3     老lao3
謂wei4     謂wei4     謂wei4     胃wei4    胃wei4    是shi4     是shi4
之zhi1     之zhi1     之zhi1     之zhi1    之zhi1    謂wei4     謂wei4
不bu4      不bu4      不bu4      不bu4     不bu4     不bu4      不bu4
道dao4     道dao4     道dao4     道dao4    道dao4    道dao4     道dao4
--         --         --         --        --        _          --
不bu4      不bu4      不bu4      不bu4     不bu4     --         不bu4
道dao4     道dao4     道dao4     □         道dao4    --         道dao4
早zao3     早zao3     早zao3     □         蚤zao3    --         早zao3
已yi3      已yi3      已yi3      □         已yi3     --         已yi3
